timestamp,layout.data_offset,data
1742663453513463852,0,"array('i', [16726, 57879])"
1742663453562823629,0,"array('i', [16726, 57879])"
1742663453612565927,0,"array('i', [16726, 57879])"
1742663453662580690,0,"array('i', [16726, 57879])"
1742663453712709621,0,"array('i', [16726, 57879])"
1742663453762919996,0,"array('i', [16726, 57879])"
1742663453812528349,0,"array('i', [16726, 57879])"
1742663453862952189,0,"array('i', [16726, 57879])"
1742663453912522949,0,"array('i', [16726, 57879])"
1742663453963180050,0,"array('i', [16726, 57879])"
1742663454012513475,0,"array('i', [16726, 57879])"
1742663454062932556,0,"array('i', [16726, 57879])"
1742663454112544760,0,"array('i', [16726, 57879])"
1742663454163156212,0,"array('i', [16726, 57879])"
1742663454202572459,0,"array('i', [16726, 57879])"
1742663454252617445,0,"array('i', [16726, 57879])"
1742663454302533559,0,"array('i', [16726, 57879])"
1742663454352561359,0,"array('i', [16726, 57879])"
1742663454402607474,0,"array('i', [16726, 57879])"
1742663454452619866,0,"array('i', [16726, 57879])"
1742663454502596333,0,"array('i', [16726, 57879])"
1742663454552563966,0,"array('i', [16726, 57879])"
1742663454602517654,0,"array('i', [16726, 57879])"
1742663454652579565,0,"array('i', [16726, 57879])"
1742663454702545180,0,"array('i', [16726, 57879])"
1742663454752589146,0,"array('i', [16726, 57879])"
1742663454802529501,0,"array('i', [16726, 57879])"
1742663454852496116,0,"array('i', [16726, 57879])"
1742663454902551620,0,"array('i', [16726, 57879])"
1742663454952573364,0,"array('i', [16726, 57879])"
1742663455003238187,0,"array('i', [16726, 57879])"
1742663455052555482,0,"array('i', [16726, 57879])"
1742663455102477837,0,"array('i', [16726, 57879])"
1742663455142637348,0,"array('i', [16726, 57879])"
1742663455192505313,0,"array('i', [16726, 57879])"
1742663455242492298,0,"array('i', [16726, 57879])"
1742663455292526690,0,"array('i', [16726, 57879])"
1742663455342516286,0,"array('i', [16726, 57879])"
1742663455392712161,0,"array('i', [16726, 57879])"
1742663455442533812,0,"array('i', [16726, 57879])"
1742663455492498611,0,"array('i', [16726, 57879])"
1742663455542548300,0,"array('i', [16726, 57879])"
1742663455592609600,0,"array('i', [16726, 57879])"
1742663455642547825,0,"array('i', [16726, 57879])"
1742663455692504161,0,"array('i', [16726, 57879])"
1742663455742483368,0,"array('i', [16726, 57879])"
1742663455792557020,0,"array('i', [16726, 57879])"
1742663455842503616,0,"array('i', [16726, 57879])"
1742663455892617120,0,"array('i', [16726, 57879])"
1742663455942527160,0,"array('i', [16726, 57879])"
1742663455992560904,0,"array('i', [16726, 57879])"
1742663456032815231,0,"array('i', [16726, 57879])"
1742663456082542936,0,"array('i', [16726, 57879])"
1742663456132514179,0,"array('i', [16726, 57879])"
1742663456182598257,0,"array('i', [16726, 57879])"
1742663456232515130,0,"array('i', [16726, 57879])"
1742663456282751894,0,"array('i', [16726, 57879])"
1742663456332507618,0,"array('i', [16726, 57879])"
1742663456382537880,0,"array('i', [16726, 57879])"
1742663456432573569,0,"array('i', [16726, 57879])"
1742663456482518905,0,"array('i', [16726, 57879])"
1742663456532691409,0,"array('i', [16726, 57879])"
1742663456582487319,0,"array('i', [16726, 57879])"
1742663456632487525,0,"array('i', [16726, 57879])"
1742663456682589288,0,"array('i', [16726, 57879])"
1742663456732548180,0,"array('i', [16726, 57879])"
1742663456782751481,0,"array('i', [16726, 57879])"
1742663456832571650,0,"array('i', [16726, 57879])"
1742663456882900433,0,"array('i', [16726, 57879])"
1742663456932578786,0,"array('i', [16726, 57879])"
1742663456982629437,0,"array('i', [16726, 57879])"
1742663457022524983,0,"array('i', [16726, 57879])"
1742663457072615339,0,"array('i', [16726, 57879])"
1742663457122538267,0,"array('i', [16726, 57879])"
1742663457172591122,0,"array('i', [16726, 57879])"
1742663457222559033,0,"array('i', [16726, 57879])"
1742663457273037724,0,"array('i', [16726, 57879])"
1742663457323102801,0,"array('i', [16726, 57879])"
1742663457372586319,0,"array('i', [16726, 57879])"
1742663457422592896,0,"array('i', [16726, 57879])"
1742663457472732271,0,"array('i', [16726, 57879])"
1742663457522522846,0,"array('i', [16539, 58070])"
1742663457572730814,0,"array('i', [16168, 58443])"
1742663457622579705,0,"array('i', [15790, 58815])"
1742663457672622726,0,"array('i', [15414, 59183])"
1742663457722631229,0,"array('i', [15039, 59554])"
1742663457772662436,0,"array('i', [14661, 59932])"
1742663457822603087,0,"array('i', [14281, 60315])"
1742663457872610683,0,"array('i', [13900, 60699])"
1742663457922550389,0,"array('i', [13518, 61085])"
1742663457972572818,0,"array('i', [13137, 61469])"
1742663458012616069,0,"array('i', [12756, 61854])"
1742663458062543200,0,"array('i', [12376, 62237])"
1742663458112679371,0,"array('i', [11997, 62621])"
1742663458162532113,0,"array('i', [11621, 63002])"
1742663458212839285,0,"array('i', [11245, 63383])"
1742663458262585286,0,"array('i', [10866, 63764])"
1742663458312630641,0,"array('i', [10486, 64147])"
1742663458363133406,0,"array('i', [10104, 64531])"
1742663458412598294,0,"array('i', [9722, 64915])"
1742663458462888132,0,"array('i', [9341, 65299])"
1742663458512621596,0,"array('i', [8960, 144])"
1742663458562579210,0,"array('i', [8580, 525])"
1742663458612544101,0,"array('i', [8200, 907])"
1742663458662574771,0,"array('i', [7818, 1288])"
1742663458712692756,0,"array('i', [7437, 1670])"
1742663458762850464,0,"array('i', [7055, 2052])"
1742663458812897652,0,"array('i', [6673, 2434])"
1742663458862635245,0,"array('i', [6291, 2815])"
1742663458912603711,0,"array('i', [5909, 3196])"
1742663458952578998,0,"array('i', [5527, 3579])"
1742663459002563260,0,"array('i', [5143, 3961])"
1742663459052543429,0,"array('i', [4760, 4344])"
1742663459102597099,0,"array('i', [4378, 4726])"
1742663459153342366,0,"array('i', [3996, 5107])"
1742663459202510863,0,"array('i', [3614, 5489])"
1742663459252676292,0,"array('i', [3231, 5871])"
1742663459302607220,0,"array('i', [2849, 6253])"
1742663459352680094,0,"array('i', [2466, 6635])"
1742663459402608429,0,"array('i', [2083, 7016])"
1742663459452554876,0,"array('i', [1700, 7398])"
1742663459502665898,0,"array('i', [1317, 7781])"
1742663459552636826,0,"array('i', [935, 8163])"
1742663459602669866,0,"array('i', [553, 8545])"
1742663459652577424,0,"array('i', [171, 8927])"
1742663459702502592,0,"array('i', [65324, 9309])"
1742663459752581225,0,"array('i', [64941, 9691])"
1742663459802513931,0,"array('i', [64559, 10073])"
1742663459852566675,0,"array('i', [64177, 10455])"
1742663459902500177,0,"array('i', [63793, 10839])"
1742663459942561816,0,"array('i', [63410, 11222])"
1742663459992554559,0,"array('i', [63027, 11605])"
1742663460042528840,0,"array('i', [62646, 11986])"
1742663460092525286,0,"array('i', [62264, 12368])"
1742663460143716575,0,"array('i', [61881, 12750])"
1742663460192576162,0,"array('i', [61498, 13134])"
1742663460242560201,0,"array('i', [61115, 13516])"
1742663460292568759,0,"array('i', [60731, 13899])"
1742663460342571021,0,"array('i', [60348, 14281])"
1742663460392600283,0,"array('i', [59964, 14663])"
1742663460442542155,0,"array('i', [59580, 15046])"
1742663460492540620,0,"array('i', [59197, 15427])"
1742663460542566808,0,"array('i', [58814, 15809])"
1742663460592548662,0,"array('i', [58431, 16190])"
1742663460642577869,0,"array('i', [58048, 16572])"
1742663460692558001,0,"array('i', [57665, 16954])"
1742663460742539540,0,"array('i', [57282, 17336])"
1742663460792586191,0,"array('i', [56898, 17719])"
1742663460842560360,0,"array('i', [56514, 18102])"
1742663460892595936,0,"array('i', [56130, 18485])"
1742663460932618094,0,"array('i', [55746, 18867])"
1742663460982514022,0,"array('i', [55363, 19250])"
1742663461032766933,0,"array('i', [54980, 19633])"
1742663461082632601,0,"array('i', [54596, 20017])"
1742663461132571510,0,"array('i', [54213, 20400])"
1742663461183048682,0,"array('i', [53830, 20783])"
1742663461232563718,0,"array('i', [53447, 21165])"
1742663461282903130,0,"array('i', [53063, 21547])"
1742663461332550167,0,"array('i', [52679, 21930])"
1742663461382522576,0,"array('i', [52294, 22313])"
1742663461432673487,0,"array('i', [51911, 22696])"
1742663461482503858,0,"array('i', [51526, 23079])"
1742663461532891567,0,"array('i', [51143, 23462])"
1742663461582559419,0,"array('i', [50758, 23845])"
1742663461632528088,0,"array('i', [50374, 24228])"
1742663461682844536,0,"array('i', [49990, 24610])"
1742663461732512147,0,"array('i', [49606, 24994])"
1742663461782868319,0,"array('i', [49222, 25378])"
1742663461822598326,0,"array('i', [48838, 25761])"
1742663461872663458,0,"array('i', [48455, 26145])"
1742663461922638164,0,"array('i', [48071, 26528])"
1742663461972547184,0,"array('i', [47687, 26912])"
1742663462022515760,0,"array('i', [47303, 27296])"
1742663462072683689,0,"array('i', [46921, 27678])"
1742663462122599691,0,"array('i', [46538, 28061])"
1742663462173671793,0,"array('i', [46155, 28444])"
1742663462222589991,0,"array('i', [45771, 28828])"
1742663462272560382,0,"array('i', [45388, 29212])"
1742663462322547236,0,"array('i', [45005, 29596])"
1742663462372559367,0,"array('i', [44621, 29979])"
1742663462422546258,0,"array('i', [44237, 30363])"
1742663462472556371,0,"array('i', [43854, 30747])"
1742663462522495558,0,"array('i', [43471, 31130])"
1742663462572540172,0,"array('i', [43088, 31514])"
1742663462622611063,0,"array('i', [42705, 31897])"
1742663462672545083,0,"array('i', [42322, 32281])"
1742663462722503529,0,"array('i', [41939, 32665])"
1742663462762910448,0,"array('i', [41556, 33049])"
1742663462812481522,0,"array('i', [41173, 33433])"
1742663462862642562,0,"array('i', [40790, 33818])"
1742663462912501063,0,"array('i', [40406, 34202])"
1742663462963003698,0,"array('i', [40024, 34586])"
1742663463012551308,0,"array('i', [39641, 34969])"
1742663463062512754,0,"array('i', [39257, 35353])"
1742663463112647201,0,"array('i', [38874, 35737])"
1742663463162530350,0,"array('i', [38491, 36121])"
1742663463212610816,0,"array('i', [38108, 36504])"
1742663463262520854,0,"array('i', [37724, 36887])"
1742663463312492281,0,"array('i', [37341, 37271])"
1742663463362915101,0,"array('i', [36957, 37655])"
1742663463412496193,0,"array('i', [36575, 38039])"
1742663463462629436,0,"array('i', [36192, 38423])"
1742663463512504956,0,"array('i', [35808, 38807])"
1742663463563108869,0,"array('i', [35425, 39191])"
1742663463612624793,0,"array('i', [35042, 39574])"
1742663463652553191,0,"array('i', [34660, 39957])"
1742663463702530915,0,"array('i', [34277, 40340])"
1742663463752652565,0,"array('i', [33894, 40723])"
1742663463802589696,0,"array('i', [33512, 41107])"
1742663463852805589,0,"array('i', [33128, 41490])"
1742663463902585922,0,"array('i', [32745, 41874])"
1742663463952785518,0,"array('i', [32361, 42259])"
1742663464002651871,0,"array('i', [31977, 42644])"
1742663464052667762,0,"array('i', [31594, 43027])"
1742663464102800172,0,"array('i', [31213, 43409])"
1742663464152581542,0,"array('i', [30830, 43792])"
1742663464202642007,0,"array('i', [30448, 44175])"
1742663464252753361,0,"array('i', [30064, 44559])"
1742663464302568028,0,"array('i', [29681, 44943])"
1742663464352900143,0,"array('i', [29299, 45326])"
1742663464402634106,0,"array('i', [28917, 45709])"
1742663464452662812,0,"array('i', [28534, 46093])"
1742663464502669665,0,"array('i', [28151, 46477])"
1742663464552702556,0,"array('i', [27770, 46859])"
1742663464592587934,0,"array('i', [27388, 47242])"
1742663464643222644,0,"array('i', [27006, 47624])"
1742663464693111293,0,"array('i', [26623, 48008])"
1742663464743132628,0,"array('i', [26241, 48391])"
1742663464792715109,0,"array('i', [25859, 48774])"
1742663464842564165,0,"array('i', [25476, 49158])"
1742663464892665704,0,"array('i', [25092, 49542])"
1742663464942610076,0,"array('i', [24709, 49926])"
1742663464993298027,0,"array('i', [24326, 50308])"
1742663465042589931,0,"array('i', [23944, 50690])"
1742663465092574673,0,"array('i', [23562, 51072])"
1742663465142598767,0,"array('i', [23179, 51455])"
1742663465192615806,0,"array('i', [22796, 51839])"
1742663465242563177,0,"array('i', [22412, 52222])"
1742663465292628049,0,"array('i', [22029, 52605])"
1742663465342598458,0,"array('i', [21645, 52987])"
1742663465392651849,0,"array('i', [21261, 53370])"
1742663465432620413,0,"array('i', [20878, 53753])"
1742663465482614136,0,"array('i', [20495, 54134])"
1742663465532803509,0,"array('i', [20112, 54517])"
1742663465582569361,0,"array('i', [19728, 54899])"
1742663465632654234,0,"array('i', [19344, 55281])"
1742663465683145683,0,"array('i', [18961, 55662])"
1742663465732646329,0,"array('i', [18578, 56044])"
1742663465782688868,0,"array('i', [18194, 56427])"
1742663465832732666,0,"array('i', [17810, 56809])"
1742663465882653648,0,"array('i', [17426, 57192])"
1742663465932671465,0,"array('i', [17041, 57574])"
